created_at,field1,field2,field3
2024-04-25T03:14:41,30.71896093490929,27.232747129126068,34.20517474069251
2024-04-25T03:15:41,30.97608893758945,27.41533845842121,34.53683941675769
2024-04-25T03:16:41,29.755957605514595,26.15704617090889,33.35486904012029
2024-04-25T03:17:41,30.41506077160888,26.780481843036355,34.04963970018141
2024-04-25T03:18:41,31.416677353807746,27.74692660248263,35.08642810513285
2024-04-25T03:19:41,30.672321186822156,26.9677427787712,34.37689959487311
2024-04-25T03:20:41,30.664628970979276,26.92554114868226,34.40371679327628
